0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254
0.9970511047809418,0.9481261183997385,0.8968744166627838,0.8423946111236054,0.7910795585428492,0.7381370317652203,0.683361633540613,0.6314411217294835,0.5791690346224241,0.5244693830009894,0.4728387566923502,0.42039950530161874,0.36884771524415094,0.3168301367128341,0.26627530955246337,0.2157384099118147,0.16992007817624122,0.1537451019594671,0.1846011843121087,0.18739719203609528,0.15394250255665531,0.11439163996216672,0.07427526185456879,0.03417174566697956,0.008165373245603735,0.03110190803556867,0.07753034404439652,0.12397731748070984,0.1671514809585456,0.19955208452166506,0.2018076068883211,0.17379024014561106,0.1422410304336853,0.1173052736158493,0.12823141185331166,0.17614103854892882,0.2302281885887042,0.28232389102961064,0.3344136467905665,0.38923226784445575,0.44398125810327116,0.49553520430958176,0.5481980159730451,0.6030570988530564,0.6579516026397851,0.7126313935401563,0.7638987444678078,0.8169049283303345,0.8717764786872801,0.9266707738748767,0.980527565134993,1.0,0.9542429785868525,0.8999099871975682,0.8491629818489692,0.7953522279088292,0.7407448804289809,0.6896727634974336,0.6364259120737334,0.5831457090824246,0.5320998576675768,0.4780949240440202,0.4273863067872905,0.37386315492122923,0.32321412304218056,0.2742349835208472,0.2306170355574544,0.1934195388310711,0.16172250447334702,0.15806190243203422,0.14194245061736044,0.11298473589319646,0.09394300306343417,0.10928512058081208,0.11254614088037651,0.14080513692840702,0.1862112410123784,0.2208132639179905,0.22233862680948435,0.2003520398678047,0.16759531407929218,0.14089129574739756,0.16106934949311869,0.1885703111702356,0.18871427709591082,0.1538209598000172,0.11545143689440263,0.13430828817060636,0.18507892921286628,0.23703317024373416,0.28919082878800606,0.3440168622866939,0.39864924252237555,0.4497598209656508,0.5029637839383303,0.5578418480396401,0.6127220904231421,0.6660329971096641,0.717069644224682,0.7716668850037891,0.8265575351030827,0.8795674582760051,0.895428122497014,0.8525899089852738,0.7981319997700436,0.7434569721691484,0.6922184155998368,0.6392015219943579,0.5861638394863704,0.5349505457694996,0.48173911626475596,0.4341730133824653,0.3948442401455845,0.34974502353719883,0.2998056155451082,0.2541342044671149,0.22057418755177693,0.19518745816075223,0.16348673421490878,0.1251478015798031,0.08258115711511904,0.037709735730907745,0.0,0.00653771942852055,0.042562722659305385,0.08244309952859252,0.12420954073924739,0.16093005714406816,0.17560902869635608,0.15775319211432937,0.1759863320021563,0.21033663471122654,0.1873137795076507,0.15094068651071701,0.1696625068050127,0.22025904768142812,0.2714766429447729,0.3261476230085074,0.3809582510261593,0.4329570404470846,0.4851437676581931,0.5399723477181702,0.5948642533203645,0.6489529514596846,0.6996338584620212,0.7537993150679374,0.8086917275523942,0.8635439568332575,0.9158852830317179,0.9486402474008429,0.9152966679164714,0.8644141044685463,0.8097773216106818,0.7556861669233146,0.7050079020140203,0.6508827048472778,0.5982958613916174,0.5466734347185715,0.49222252892932916,0.44121071939139833,0.38789820273245645,0.33518100325184896,0.2844707732291718,0.23614669631971985,0.20296170533459923,0.19957980207047754,0.17664171555473196,0.14441853955307649,0.11054024135600371,0.07218140822606112,0.04469441106707417,0.069424115190869,0.11552538724666739,0.15842532725901237,0.1859188129884063,0.18076343239190773,0.15614990090432002,0.12628965793510305,0.08920699700515888,0.06185199072923542,0.09430763689118216,0.14673276002645685,0.20042014578716272,0.2512119227860613,0.3056389506603434,0.3605250135031972,0.4141854545657615,0.4650055650686318,0.5190867103516115,0.5670046132948163,0.6178038279533711,0.6718380561797237,0.7225182746973935,0.7766777427040323,0.8315696540788582,0.8860877778995879,0.9348096294559489,0.9409350532491203,0.8909219334764626,0.8365567015233748,0.7858117312497899,0.7320006080778512,0.6780848130056476,0.627373746287188,0.5731732173459996,0.5213262950619164,0.4689871264604635,0.41537456337489265,0.36457544497570593,0.3118129721593059,0.2623103969394297,0.2168974428855217,0.17900042178470732,0.1430995862262736,0.14381544106936217,0.1720067230893585,0.1525348774376869,0.11746991775738702,0.08397574677086439,0.0794801017425415,0.10247112255865587,0.13328348134165013,0.17659704861301972,0.2102486366363685,0.21945846036049732,0.19894020080425145,0.16319528685784745,0.1320264754537822,0.14596731989330924,0.1874746331590772,0.21878928319077195,0.2193519806115649,0.1851015796757136,0.13884347649774798,0.13023652231699234,0.17335929461210364,0.2259381946612401,0.280778854408663,0.3339571905304819,0.3850901262762172,0.4397272844156681,0.4944907227081323,0.5461451292149948,0.5986999596080327,0.653548708945932,0.7075808158934977,0.7582675750155092,0.8124839347152868,0.8673531910158492,0.9157250988458543,0.9049501639870385,0.8525189128364441,0.7999127066776353,0.7483205415344034,0.6979149604782418
